:ID,name,:LABEL
1,100 year,Entity
2,10000 year,Entity
3,13.60,Entity
4,13.89 billion cubic meters,Entity
5,19.70 米,Entity
6,20 year,Entity
7,2000 year,Entity
8,2020 daqiang river basin flood scheduling scheme,Entity
9,2260-2600,Entity
10,5 年一遇,Entity
11,500 year,Entity
12,6.50 米,Entity
13,baigouhe channel,Entity
14,dongdian,Entity
15,flood diversion sluice,Entity
16,not verified for closure,Entity
17,overflow weir,Entity
18,qm,Entity
19,reinforcement ongoing,Entity
20,w15d,Entity
21,w30d,Entity
22,w6d,Entity
23,xinggafu hub,Entity
24,zhao wangxinhe channel,Entity
25,zulonghe channel,Entity
26,东淀,Entity
27,东绪口,Entity
28,东茨村,Entity
29,两堤,Entity
30,中游洼地,Entity
31,主要行洪河道防洪保证标准表,Entity
32,京九铁路,Entity
33,京广铁路,Entity
34,京沪铁路,Entity
35,京港澳高速,Entity
36,亿立方米,Entity
37,保定市,Entity
38,元村,Entity
39,兰沟洼,Entity
40,兰沟洼运用,Entity
41,分洪操作,Entity
42,分洪行动,Entity
43,北拒马河,Entity
44,北河店,Entity
45,北运河,Entity
46,北郭村,Entity
47,千里堤,Entity
48,千里堤小关口门,Entity
49,华北油田,Entity
50,南拒马河,Entity
51,南水北调中线总干渠,Entity
52,南陶,Entity
53,卫河,Entity
54,卫运河,Entity
55,原设计洪水标准,Entity
56,口头水库,Entity
57,吴村,Entity
58,吴桥闸,Entity
59,团泊洼,Entity
60,固安大桥,Entity
61,国家 85,Entity
62,国家防总,Entity
63,国家防总决定,Entity
64,国家防汛抗旱总指挥部,Entity
65,土门楼分洪闸,Entity
66,土门楼闸上,Entity
67,地面沉降,Entity
68,堤脚高程,Entity
69,大广高速,Entity
70,大沽河水系,Entity
71,大清河,Entity
72,大清河任庄子分洪,Entity
73,大清河系,Entity
74,大清河系北支,Entity
75,天津,Entity
76,安格庄水库,Entity
77,小清河分洪区,Entity
78,廊坊市,Entity
79,廊坊防指,Entity
80,张坊,Entity
81,拒马河,Entity
82,文安洼,Entity
83,文本,Entity
84,新盖房分洪道,Entity
85,新盖房枢纽,Entity
86,朔黄铁路,Entity
87,枣林庄枢纽,Entity
88,标准,Entity
89,横山岭水库,Entity
90,永定河,Entity
91,汛限水位,Entity
92,沧州市防指,Entity
93,河名,Entity
94,河道的调度运用,Entity
95,津保高速,Entity
96,流量单位,Entity
97,海口枢纽,Entity
98,海河防总,Entity
99,清南河道,Entity
100,滏阳新河,Entity
101,滦河,Entity
102,漫滩高程,Entity
103,漫滩高程或堤脚高程控制,Entity
104,漳卫南运河,Entity
105,漳卫新河,Entity
106,漳河,Entity
107,潮白河,Entity
108,潴龙河,Entity
109,潴龙河分洪运用,Entity
110,牛角洼,Entity
111,狼儿窝,Entity
112,王快水库,Entity
113,王村分洪闸,Entity
114,王村闸,Entity
115,王营盘,Entity
116,白庙,Entity
117,白庙至吴村段,Entity
118,白沟河,Entity
119,白洋淀,Entity
120,白洋淀十方院,Entity
121,白洋淀周边分洪,Entity
122,省水利厅,Entity
123,省防指,Entity
124,穿运枢纽,Entity
125,立方米每秒,Entity
126,站名,Entity
127,群众转移安置工作,Entity
128,艾辛庄枢纽至献县枢纽两堤,Entity
129,艾辛庄橡胶坝下,Entity
130,董庄,Entity
131,蔡小庄,Entity
132,袁桥闸,Entity
133,西大洋水库,Entity
134,警戒水位,Entity
135,误差,Entity
136,调度原则,Entity
137,调度方案,Entity
138,调度运用,Entity
139,贾口洼,Entity
140,赵王新河,Entity
141,赵王新渠,Entity
142,锅底闸,Entity
143,防洪安全工程,Entity
144,陈村,Entity
145,陈村分洪道,Entity
146,陈村水位,Entity
147,雄安新区防指,Entity
148,青龙湾减河,Entity
149,高程基准,Entity
150,黄壁庄水库,Entity
151,黄海,Entity
152,龙王庙,Entity
153,龙门水库,Entity
